품명,색상,사이즈,단가,수량,금액,미송여부
올림피아후드티,블랙,XS,20000,1,20000,Y
올림피아후드티,블루,L,20000,1,20000,Y
유메이크상하셋,블루,12M,22000,1,22000,Y
유메이크상하셋,블루,M,22000,1,22000,Y
유메이크상하셋,찜크,S,22000,2,44000,Y
일자카고팬츠,연베이지,L,15000,1,15000,Y
일자카고팬츠,연베이지,M,15000,2,30000,Y
일자카고팬츠,연베이지,S,15000,1,15000,Y
일자카고팬츠,연베이지,XL,15000,1,15000,Y
일자카고팬츠,차콜,L,15000,2,30000,Y
일자카고팬츠,차콜,M,15000,2,30000,Y
일자카고팬츠,차콜,XS,15000,1,15000,Y
일자카고팬츠,카키,L,15000,2,30000,Y
일자카고팬츠,카키,S,15000,3,45000,Y
일자카고팬츠,카키,XS,15000,1,15000,Y
잇츠올굿티,아이,L,8000,1,8000,Y
잇츠올굿티,아이,M,8000,1,8000,N
24가을/자수배색반집업,블랙(메란지),S,15000,1,15000,Y
24가을/자수배색반집업,레드(오트),L,15000,1,15000,Y
24가을/자수배색반집업,레드(오트),M,15000,2,30000,Y
24가을/자수배색반집업,레드(오트),S,15000,1,15000,Y
24가을/자수배색반집업,블랙(메란지),M,15000,1,15000,Y
24가을/자수배색반집업,블랙(메란지),XS,15000,1,15000,N
캠핑맨투맨,오트밀,12M,13000,1,13000,N
캠핑맨투맨,오트밀,L,13000,1,13000,Y
캠핑맨투맨,오트밀,S,13000,1,13000,Y
캠핑맨투맨,크림,M,13000,1,13000,N
캠핑맨투맨,크림,S,13000,1,13000,Y
캠핑맨투맨,크림,XS,13000,4,52000,Y
콜러버스MTM,연보라,M,14000,2,28000,Y
콜러버스MTM,연보라,S,14000,1,14000,Y
24가을/킵고잉피그먼트티,겨자(노랑),L,11000,1,11000,Y
24가을/킵고잉피그먼트티,겨자(노랑),M,11000,3,33000,Y
24가을/킵고잉피그먼트티,차콜,XS,11000,1,11000,Y
텐테잎맨투맨,블랙,S,13000,1,13000,Y
텐테일맨투맨,블랙,XS,13000,1,13000,Y
텐테잎맨투맨,블랙,L,13000,1,13000,Y
텐테잎맨투맨,블랙,XL,13000,1,13000,N
투투보니토셔츠,st네이비,M,20000,1,20000,N
투투보니토셔츠,화이트,S,20000,1,20000,N
투포켓데님팬츠,진청,L,17000,4,68000,Y
투포켓데님팬츠,진청,M,17000,6,102000,Y
투포켓데님팬츠,진청,S,17000,4,68000,Y
투포켓데님팬츠,진청,XL,17000,2,34000,Y
투포켓데님팬츠,진청,XS,17000,2,34000,Y
퍼티트맨투맨,메란지,M,13000,1,13000,Y
퍼티트맨투맨,메란지,XS,13000,1,13000,Y
퍼티트맨투맨,메란지,L,13000,1,13000,Y
퍼티트맨투맨,블루,L,13000,2,26000,N
퍼티트맨투맨,블루,S,13000,3,39000,N
24가을/포인트삥줄조거,크림,XS,11000,1,11000,Y
프로덕트맨투맨,네이비,S,13000,1,13000,N
화섬포켓맨투맨,메란지,M,14000,2,28000,N
화섬포켓맨투맨,메란지,XS,14000,1,14000,N
화섬포켓맨투맨,오트밀,L,14000,2,28000,N
화섬포켓맨투맨,오트밀,M,14000,1,14000,Y
화섬포켓맨투맨,오트밀,S,14000,1,14000,N
