품명,색상,사이즈,단가,수량,금액,미송여부
럭비공맨투맨,오트밀,11(XL),8500,1,8500,N
무지티,검정,13(JS),6000,1,6000,N
무지티,크림,13(JS),6000,1,6000,N
바스락뉴욕맨투맨,베이지,7(M),12000,1,12000,N
바스락뉴욕맨투맨,핑크,5(S),12000,1,12000,N
바스락뉴욕맨투맨,핑크,11(XL),12000,1,12000,N
바스락주머니조거,검정,5(S),10500,1,10500,N
바스락주머니조거,베이지,5(S),10500,1,10500,N
베이직코튼바지,검정,11(XL),12500,1,12500,N
베이직코튼바지,연베이지,13(JS),14500,1,14500,N
베이직코튼바지,진베이지,7(M),12500,1,12500,N
베이직코튼바지,핑크,11(XL),12500,1,12500,N
비비나팔상하,검정,9(L),13000,1,13000,N
비비나팔상하,검정,7(M),13000,1,13000,N
비비나팔상하,크림,5(S),13000,1,13000,N
비비나팔상하,핑크,9(L),13000,1,13000,N
비비나팔상하,핑크,11(XL),13000,1,13000,N
비비드패딩조끼,검정,11(XL),25000,2,50000,N
비비드패딩조끼,백아이,7(M),25000,1,25000,N
빈티지이중맨투맨,챠콜,9(L),8500,1,8500,N
스마일상하,메란지,11(XL),14500,2,29000,N
스마일상하,메란지,5(S),14500,1,14500,N
스마일상하,핑크,7(M),14500,1,14500,N
스트라이프레깅스,모카,7(M),5000,1,5000,N
스티치라인티,검정,3(XS),5500,1,5500,N
스트라이프레깅스,메란지,5(S),5000,1,5000,N
에니멀카맨투맨,검정,7(M),9000,1,9000,N
에니멀카맨투맨,연그레이,7(M),9000,1,9000,N
에니멀카맨투맨,크림,9(L),9000,1,9000,N
에니멀카맨투맨,크림,7(M),9000,1,9000,N
와이맨투맨,메란지,7(M),10000,1,10000,N
와이맨투맨,메란지,11(XL),10000,1,10000,N
유지맨투맨,크림,13(JS),9500,1,9500,N
유지맨투맨,빈티지레드,5(S),8500,1,8500,N
쥬라기월드상하,오트밀,13(JS),15500,1,15500,N
테디스상하,네이비,15(IM),17000,1,17000,N
테디스상하,백메란지,11(XL),15000,1,15000,N
포인트나그랑티,겨자,9(L),6000,1,6000,N
포인트나그랑티,인디고블루,11(XL),6000,1,6000,N
포인트나그랑티,핑크,7(M),6000,1,6000,N
포인트시보리맨투맨,검정,7(M),9000,1,9000,N
피규어자수상하,크림,5(S),14000,2,28000,N
핀탁조거팬츠,메란지,5(S),6500,2,13000,N
핀탁조거팬츠,오트밀,5(S),6500,3,19500,N
핀탁조거팬츠,핑크,7(M),6500,1,6500,N
헤지뷔스티에,연청,11(XL),8500,1,8500,N
